ProductId,UserId,Score,Summary
B001UJEN6C,A37AO20OXS51QA,5,"The best energy shot out there, smooth and organic!"
B001UJEN6C,AREOHWLWVX0A8,3,Doesn't taste that good but provides you the energy
B001UJEN6C,ATN552TF5V40Z,1,So awful I can barely describe
B003YDP5PA,AAZ084UMH8VZ2,5,One of my Favoritte foods
B003VTN95K,A3GLQSR6MTHXGL,5,coffee-mate creamer
B0067LDV66,A26EQ8U96JA92T,5,"Tasty, tasty tasty!"
B0041QJSJS,A1KZUXE70GYNGO,4,"Love Weavers, I am a fan."
B0041QJSJS,A20B2BU1ZPY9AW,1,Bitter
B0041QJSJS,A2T68P9I05KBFT,5,"Drinking it now, love the latin america ""aroma"""
B00437JI8Q,A2SLZMD0UYRT5X,5,GREAT SNACK
B00437JI8Q,A1J87LOAYSMHO9,5,Another Husband Favorite
B002O3VHXU,A3OXHLG6DIBRW8,5,Very Smooth Coffee - Highly Recommended
B002O3VHXU,A2TJG4N8LNJW23,4,A saving grace for Green Mountain Coffee...
B000UXA3L8,A25C2M3QF9G7OQ,5,"Excellent flavor, mostly large pieces"
B001ELL6O8,A13T2G4T8LR8XA,5,Delisious Pancakes
B001ELL6O8,ALSAOZ1V546VT,5,Arrowhead Mills whole grain buttermilk Pancakes are easy!
B004X8TK8I,A3U2QAY7SVE9AI,5,Hey!
B004X8TK8I,A3GIMXLOEPFJBV,4,These are Famous for a reason.
B004X8TK8I,AMRMK86X3PKXD,5,Wow
B000G6RYNE,A2NO1TXXS9T0EE,4,Hard
B000G6RYNE,A1IRN1M05TPOVT,5,Kettle potato chips:  Fully loaded baked potato
B000G6RYNE,ARONI7W0W677H,5,"Fresh, Lightly-Spiced, Crunchy Kettle Chips. Good Value, Good Product."
B000G6RYNE,A1Y3XPZK9ZADFW,4,glad to find them in 1 oz size
B000G6RYNE,A1Y3XPZK9ZADFW,4,"pretty good, could be better"
B000G6RYNE,A1ELZC3WXWILX2,5,a slight taste of jalapeno
B000G6RYNE,A1X5RAIMX4ZSLJ,5,Best chips ever
B000G6RYNE,A1IRN1M05TPOVT,5,Kettle potato chips:  Sweet onion
B000G6RYNE,A1S8ELUE383P8E,5,Ridiculously Good
B000G6RYNE,A2OEUROGZDTXUJ,5,Delicious!
B000G6RYNE,A17V3UVYMI69TE,4,PUCKER UP
B000G6RYNE,A22PUBSSNP54L,5,I love these chips.  They are thick and crunchy!
B000G6RYNE,A15USNEAJUXOSH,4,Quite good
B000G6RYNE,A15USNEAJUXOSH,5,Delicious
B000G6RYNE,A2BLJGGWN8GTXQ,5,Salty and vinegary!!!
B000G6RYNE,A1FXCNUVQ6FOMC,5,WOW!!!!
B000G6RYNE,A926YP1BSD72Y,5,Best gluten-free dairy-free chips
B000G6RYNE,A33PLZ7SD5MCG0,4,A unique flavor for fans of Thai food
B000G6RYNE,A3EEBE82C3HYRD,3,"Honey Dijon leaves bad aftertaste, NY Cheddar are pretty good"
B000G6RYNE,A35JPD8Q492FJC,5,Yowzah!!
B000G6RYNE,A391CLP4UMXJQG,4,Very good.
B000G6RYNE,AYB4ELCS5AM8P,5,Excellent!
B000G6RYNE,A2GOE7ITDGYVE,5,Tangy goodness.
B000G6RYNE,A19G8B2QYETD7W,3,Heavy on the Vinegar
B000G6RYNE,A3PZ4AXTY9J1DZ,4,"A delicious, crisp chip with good flavor"
B000G6RYNE,ACFPHOYVB71V4,5,BEST BUY in BBQ Chips
B000G6RYNE,A1H80WDFOR94Q5,5,Love Them!
B000G6RYNE,A3Q5YZNYGGUP8W,5,Crunchy and Tasty
B000G6RYNE,AKRLMISQPL8QW,5,Convenience at low cost
B000G6RYNE,A2MUGFV2TDQ47K,3,An Acquired Taste
B000G6RYNE,A1465JH39KR5O5,5,Best deal ever!
B000G6RYNE,A1L17QW3R7A519,5,Yum!
B000G6RYNE,AOSFLVLMAG0N5,5,Barbeque perfection
B000G6RYNE,A2H2Q5RW1K56AI,5,Excellent Thai-flavored chip
B000G6RYNE,A13VD7TJDWVOEC,5,Best Kettle Chips!
B000G6RYNE,AKKQKYX8ODUAF,5,The Supreme Salt & Vinegar
B000G6RYNE,A3RB0YBBYGXBYE,5,Delicious as always!
B000G6RYNE,A3492ZW10B65ON,5,OooH Yummy!
B000G6RYNE,A2ZEFDVX4X5TPX,4,Not quite the best...
B000G6RYNE,A2MMTWKCJET6S,4,want to gaain twenty pounds with no control whatsoever? Buy this!
B000G6RYNE,A3RMGIKUWGPZOK,5,One of Their Best Flavors
B000G6RYNE,A1E2Y40TTPL8YK,5,Love these chips!
B000G6RYNE,A56JFSLUCHI4J,5,Highly addicitive chips
B000G6RYNE,A1DW1FK1H3F2TM,5,These are AWESOME!
B000G6RYNE,A3PJZ8TU8FDQ1K,5,"One bite and you'll become a ""chippoisseur"""
B000G6RYNE,A3PJZ8TU8FDQ1K,5,"Crunchy, salty, sweet...finally, a Superbowl snack that scooores!"
B000G6RYNE,AU3VZDTQH0J4M,5,These chips make me weak at the knees
B000G6RYNE,A3B0HXAUWCLSZO,5,By far my favorite chips
B000G6RYNE,A17UR3NRLARXCH,4,"Good chips, more cheese"
B000G6RYNE,A31N6KB160O508,4,Pretty good tasting chip
B000G6RYNE,A339FKUBFG0VLX,4,Yummy chips
B000G6RYNE,A3MLESXA2VGWJC,4,Best sour cream & onion chip I've had
B000G6RYNE,A3UCO7B9HP42BG,5,Great chips
B000G6RYNE,A1DOBB5XZ1KMZ5,5,Fabulous!
B000G6RYNE,A3I96LKK3S15D0,5,Box-o-Chips
B000G6RYNE,A2LS9RBSI8SDZF,5,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover
B000G6RYNE,A324FVIOYCWNSB,4,An addictive potato chip
B000G6RYNE,A1RRHET1QIP1YK,5,Great Chip!
B000G6RYNE,A12OF4IM7A8YS,5,"Excellent balance of taste, crunchiness, and moisture"
B000G6RYNE,AUHS7PQNAHNDI,5,Yum
B000G6RYNE,A26ONAQEIUEMV4,5,Very good chips at a great price.
B000G6RYNE,AOHRHPJP38LLT,2,70% of the chips in the bag are over cooked
B000G6RYNE,A1AXXMJQ3NDIFK,5,Great chips!
B000G6RYNE,A31N6KB160O508,4,Not bad but a little hard to get used to
B000G6RYNE,A31N6KB160O508,4,Firm quality chip
B000G6RYNE,A1WQ3UGXPT15VI,2,Not  Very Creamy or Chivey...
B000G6RYNE,A1B05INWIDZ74O,3,Prefer other flavors
B000G6RYNE,A1B05INWIDZ74O,5,These will be habit forming!
B000G6RYNE,A3TEMXOLE1APPZ,2,Good and tangy
B000G6RYNE,A2OAYIM13WIXCH,5,the best chips ever
B000G6RYNE,A2BFFXK7TEINBE,5,I do not even like kettle chips and I love these
B000G6RYNE,A3N9DN0V2YXAXA,5,You have to love sea salt and vinegar already
B000G6RYNE,A2C5BWOM7329UD,5,Addictive
B000G6RYNE,APGAA43E3WPN7,5,amazing chips
B000G6RYNE,ABR7HU5H1KNE,5,Best Chip Ever
B000G6RYNE,AJQD2WWJYOYFQ,4,"Tangy, spicy, and sweet- oh my!"
B000G6RYNE,A16YH487W9ZYO0,4,An indulgence with a bite
B000G6RYNE,A83YQC1XOU4CS,5,The best I've had
B000G6RYNE,A2LGWBIT9WCTVA,5,Excellent chip!
B000G6RYNE,A3TX8RH943OLBM,2,salt and vinegar chips
B000G6RYNE,A3L4OZ0U0A5UDH,5,Delicious!!
B000G6RYNE,A2OEUROGZDTXUJ,4,I like them.
B000G6RYNE,A30H2335OM7RD6,5,Love Kettle Chips
B000G6RYNE,A2SYKMR242D0X6,5,Best unsalted chips
B000G6RYNE,A27YPCR3ZXWVFE,5,So Delicious...Yet my companions wont touch them.
B000G6RYNE,A39Y59C6FTC0GL,2,"Love Kettle Chips, but not this flavor!"
B000G6RYNE,A3I5AT1101AS3A,1,Maybe the worst chips ever.
B000G6RYNE,A22LENLDTGQIU7,1,Surprise 1  It's different...
B000G6RYNE,A2ZCD6KO2YY9IZ,5,Tasty
B000G6RYNE,A2C18CH1YC6BYT,4,Crisp
B000G6RYNE,A2M8JQ3AME7878,3,Vinegar... Not my taste!
B000G6RYNE,A3B6TOEXSQVO24,5,spicy thai chips
B000G6RYNE,A16S0NQ3MWJXFL,5,"Delicious, what else did you expect?"
B000G6RYNE,A1UM73T71CFPSY,5,Great Value
B000G6RYNE,A38KP1POQ191WT,1,"I have had better ""Jalapeno Kettle Chips"""
B000G6RYNE,A1AVLKAXW55QQA,4,Spicy but good
B000G6RYNE,A2DQBXU2LEVWWA,3,boulder salt and malt vinegar chips are way better
B000G6RYNE,A4NDPXCYKRCY2,2,POTATO CHIPS
B000G6RYNE,A3TK2IOP8UQ087,5,"Lightly Salted, Heavily Delicious!"
B000G6RYNE,AYBYYDVV5ABJE,3,Too Much Flavor
B000G6RYNE,A3MFU0GVZUVH3K,5,Love at first bite!  Tongue-puckering tang and crunch!
B000G6RYNE,A27C44BIRQH3QW,5,The Best Chips...PERIOD!
B000G6RYNE,ACYR6O588USK,5,Delicious Extra Crunchy
B000G6RYNE,A13SOXNMWXQVNU,5,Chip snob alert!
B000G6RYNE,A1MFG9E45RX5OW,5,Best Salt & Vinegar!
B000G6RYNE,A2L9028WTVFL1I,5,Gourmet powerful Salt & Vinegar chips!
B000G6RYNE,A1BXG0K7UD9CTD,1,They changed the Chips now they taste horrible
B000G6RYNE,AY1EF0GOH80EK,5,Do not miss the salt!
B000G6RYNE,AWLK6NSSV0YNA,5,Great deal
B000G6RYNE,A15U6JW86FB9OV,5,Best Chips out there!!!
B000G6RYNE,ALCKGM3XF391,4,"Great price, but not as tangy as I expected."
B000G6RYNE,A1LERBW69A3FDS,3,burnt
B000G6RYNE,A3CN9CCJUNIPKT,3,"Gaaak!  An ""extreme"" potato chip...!"
B000G6RYNE,A3P8OWYR65G9UF,2,Kettle Chips
B000G6RYNE,A2EMS62FCYODRS,5,"Absotively, Posilutely Delicious"
B000G6RYNE,A18VDAH788BOAC,1,Gone down hill
B000G6RYNE,A2NI99G9BANORP,1,completely ripped off
B000G6RYNE,A2A1XYSB692L6J,5,C H I P.....C H I P.....H O O R A Y....!!!!!  :  )  ( B A C K Y A R D.....B A R B E C U E )
B000G6RYNE,A3RMGIKUWGPZOK,3,Not the Best
B000G6RYNE,A2TN9C5E4A0I3F,1,STALE.  Beware buying these on special!
B000G6RYNE,A2LN5DDGT21310,4,THESE ARE VERY GOOD
B000G6RYNE,A3GJQ3W0T0KWEO,1,USED to be my favorite chips
B000G6RYNE,A1PGMT8XLL4FPM,1,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips..."
B000G6RYNE,A4XCTURC8URLE,1,Disgusting
B000G6RYNE,A21D8LH2CD2EIZ,2,"Taste terrible, way too strong"
B000G6RYNE,A14SOW889A4TAT,1,Over-fried
B000G6RYNE,A6UFSCD6O8JMT,4,No salt Kettle chips.
B000G6RYNE,A14HZ5EMD2WCG,3,Not as good as the English sell
B000G6RYNE,A3ARC3UIY3Z1KQ,1,VERY DISAPPOINTED
B000G6RYNE,A2B5OI74EHGVH1,1,dripping in oil
B000G6RYNE,ATZ0P4653KL13,2,Not so good.
B000G6RYNE,A2GDBBZMMBX1L,2,Bags O' Salt with chips added.
B000G6RYNE,A35KU4XNOVV194,1,Chips
B000G6RYNE,A3D7FUBG14QWKX,1,Garbage
B000G6RYNE,APA1GLNHF6K9H,1,They're Not Madhouse Munchies!!!
B000G6RYNE,A31MZR41SM9JU5,1,Too SOUR!
B000G6RYNE,A1RUS8VOWCIC28,1,AWFUL TASTE
B000G6RYNE,A10RJEQN64ATXU,5,delicious
B000G6RYNE,A2OLJKXJBAYBTY,1,"Kettle has sold out, the chips are horrible now"
B000G6RYNE,A3UFRBCC1CSCSJ,1,The bags were damaged with holes and stains.
B000G6RYNE,AR7TAEEUDHMUB,1,Kettle Chips Make Great Mouse Food
B000G6RYNE,A320QA9HJFUOZO,5,orgasmic
B000G6RYNE,A1GBZCL326K4GN,5,A tang that packs a punch!
B000G6RYNE,ADS5APY1NKTL4,5,great (hot) new flavor....
B000G6RYNE,A3ARZW7S96SESC,1,HORRIBLE I CANT BELIEVE THIS!
B000G6RYNE,A2JFHMA59G55MJ,5,Favorite Kettle flavor and a great value!
B000G6RYNE,AJWLSDYCSQNBL,1,Kettle Brand Potato Chips - New York Cheddar
B000G6RYNE,AG7EF0SVBQOUX,5,My favorite flavor
B000G6RYNE,A1FAHUMEJO9S1K,5,So much flavor your farts will smell like sweet onions
B000G6RYNE,A3RMGIKUWGPZOK,5,Great Chip!
B000G6RYNE,AWM1SL1PYY3A3,5,Awesome and delicious!
B000G6RYNE,AW11YEHZRZ4D1,5,The only thing I have ever been addicted too...these chips!
B000G6RYNE,AX7K82LNPVATT,5,Good chips
B000G6RYNE,A2VQWV1HMW99AS,1,what happened? the recipe has changed
B000G6RYNE,A1Q7A78VSQ5GQ4,5,"YUM! If you want a snack, have something REALLY good!"
B000G6RYNE,AV51MFS5XJXFP,5,a good buy
B000G6RYNE,A20K6K9TZGX7RQ,5,Yoli
B000G6RYNE,A2A8KWCE8RKB9T,4,Good chips
B000G6RYNE,A27GRVH9ZJGXLT,5,Awesome
B000G6RYNE,A2E74M662DXAAR,1,burns the skin off your lips
B000G6RYNE,A3JJI4J8XAMK5Y,5,Great chips with very low sodium
B000G6RYNE,A1CMTRQCJFV8L3,5,Kettle Chips
B000G6RYNE,A2R9GBWL1CDBN1,4,Spicy Thai
B000G6RYNE,A3PSJEB2O37G8U,5,smiles
B000G6RYNE,A2OEUROGZDTXUJ,5,My favorite Kettle Chip
B000G6RYNE,A2933AO5D7O1T6,5,Best salt & vinegar chips out there!
B000G6RYNE,A2NO1TXXS9T0EE,5,Amazing Service
B000G6RYNE,A2II09GQGWOMTQ,5,Crunchy and spicy.
B000G6RYNE,AQQLWCMRNDFGI,4,Pretty tasty and decently spiced. . . .
B000G6RYNE,A24ZV048V7J0MT,5,Great Tasting Chips
B000G6RYNE,A3L5L1NZIKLSJU,2,"Kettle Chips, Sea Salt"
B000G6RYNE,A5U1K1NRQEZW9,3,Good deal but close expiration date!
B000G6RYNE,A216YA3CYXIOGI,5,GREAT TASTING CHIPS
B000G6RYNE,A20FQULBVVWA8B,5,"Buy These, Eat These, Be Happy!"
B000G6RYNE,A1LFB8KRBI9IE2,5,Eating them for years.
B000G6RYNE,A2N10M1J3KJZK4,5,These chips will make you fat
B000G6RYNE,A3NXBP212KFH5X,5,Like Spice? Get these
B000G6RYNE,A3RMGIKUWGPZOK,5,Fantastic
B000G6RYNE,A3PM9DMVYG9HDK,5,"Sweet, salty, tangy: the way a snack should be"
B000G6RYNE,A2TMSO255FQBBU,5,Some of the best chips anywhere
B000G6RYNE,A20ORC60J05BP3,5,the defacto standard for Salt and Vinegar chips
B000G6RYNE,AYSEXV27DPQ3E,5,Yummy!
B000G6RYNE,AX668BUQRHI7C,4,Delicious!
B000G6RYNE,A3MPHBL698EET7,5,"Lightly salted, yet tasty"
B000G6RYNE,A1LA5T5SXLGFZQ,5,YUMMY!
B000G6RYNE,A2YKWYC3WQJX5J,5,Caution: Kettle Chips are addictive!
B000G6RYNE,A1JBB01LAK69LV,4,The chip with a kiss of salt
B000G6RYNE,AKMEY1BSHSDG7,5,Crunch. Wow!
B000G6RYNE,A2F7GUZ4UMVHFL,5,Great strong flavor
B000G6RYNE,A3RO3CGZ9MWA1I,5,yummy for your tummy
B000G6RYNE,A37D5847LN3WQ,4,Best Chips Out There!
B000G6RYNE,A1GV4HEM6XZC06,5,These chips tasted good
B000G6RYNE,ABCXJIXC6Q6EB,5,awesome chips
B000G6RYNE,A3MTY0ZE9WYJHL,3,I dont know if...
B000G6RYNE,A3E9OJWHMXMYYF,5,Delicious!
B000G6RYNE,A2PYL0PSX5MQYQ,2,Kettle Foods Spicy Thai Chips
B000G6RYNE,A2J4K5SCKZH38C,1,Expired stock
B000G6RYNE,ADS5APY1NKTL4,5,these potato chips are yummy....
B000G6RYNE,AKGQ6RM68SQY1,1,ONLY awful because SOMETIMES they are awful
B000G6RYNE,A3TA1UJWRJF9NC,4,4 Stars for price and taste
B000G6RYNE,A3M174IC0VXOS2,5,"CRISPY, CRUNCHY, AND ROBUST"
B000G6RYNE,A2FVD05Z2FYW1P,4,Tangy and delicious snack
B000G6RYNE,A3M2VGWFJGRUOH,5,Best Chip
B000G6RYNE,A28HKCWJ7YF2AI,3,Not low salt
B000G6RYNE,A36QQYEW0AMJEO,5,Best Chips I've Ever Tasted
B000G6RYNE,A1IVFBJA9KAI1M,4,Tasty!
B000G6RYNE,A16Q0OV7CIPQC0,5,Love the smaller bags!
B000G6RYNE,A2OL5WLCNZVD9K,3,Things you need to know
B000G6RYNE,A1I29JSIGJNWKH,5,I made a mistake.....
B000G6RYNE,A28870VSBU9LDQ,3,Ok but Miss Vickie's Are Better
B000G6RYNE,A2Y0FKOY6WE0NQ,3,"Do they have to ""bite back""?"
B000G6RYNE,ACJW2YSBG2HA1,4,These chips are awesome if not best but....
B000G6RYNE,A1J5HHOPXZ6UNF,4,kettle chips
B000G6RYNE,A2W1A5GK4A03ZT,5,GREAT DEAL
B002HQH04O,A2ZP7F2XXKGUCR,5,A HUGE Success
B001EPPCNK,AY1EF0GOH80EK,4,Do not taste from bottle! Mix with vanilla for true flavor.
B002U56JXU,AR1T36GLLAFFX,5,The oldest soft drink is still the best!
B002U56JXU,A6GMEO3VRY51S,5,Made in Michigan since 1866
B002BCD2OG,A3U58GFUQAOZLE,5,Agave syrup
B002BCD2OG,AUI3N3A5AYO3M,5,Sugar Substitute
B002BCD2OG,AAZ084UMH8VZ2,5,My Go to sweetner
B002BCD2OG,A3042WJDYJ22S8,5,Sweet success
B000G6MBX2,A1IRCA0BTW0LLD,5,That's a spicy!
B000G6MBX2,A2UFC8M91UFRX9,5,Who needs salsa when chips taste this good?
B000G6MBX2,A3QFVEQNX2FQ8P,5,Delicious!
B000G6MBX2,A181BEPNIVQWB1,4,Organic yummy chips what more can you ask for
B000G6MBX2,A1UJ6I72N22HT7,4,Very different flavor
B000G6MBX2,A386PFEJWL73X5,5,These are the best widely available bbq chips!
B000G6MBX2,A2MIJOZVTWEXP2,5,My favorite chips from Kettle!!
B000G6MBX2,A4AYT6I29WTPY,5,"Amazing Taste, Best Chip Ever!"
B000G6MBX2,A1UDFKEKTO70NX,4,tasty
B000G6MBX2,A471XPKNUEJGU,4,Plocky's Sweet Smokey Chipotle Whole Grain Tortill...
B000G6MBX2,A3UCO7B9HP42BG,5,Yummy chips
B000G6MBX2,A28A3KLKV22OAJ,5,Tasty!
B000G6MBX2,A1WX42M589VAMQ,5,So Faboo: Dangerous for those prone to Chips Binges!!!
B000G6MBX2,ARUQJLJBXS88,5,The spice will grow!
B000G6MBX2,A3MKD1JZEYH8J3,5,The best tortilla chips I have ever eaten!!
B000G6MBX2,A1ZH9LWMX5UCFJ,5,Such an excellent chip
B000G6MBX2,AK5DB61C13CN7,1,WRONG FLAVOR - got Country BBQ instead of Chili Chipotle
B000G6MBX2,A3AIHN7XBD816P,5,Great
B000G6MBX2,AWZG8HXBE8PNB,5,Plocky's Rice and Beans Tortilla Chips
B000G6MBX2,A3QAZDJ7NYH2C6,5,Huge fan of these chips!
B000G6MBX2,A2OPEDFVLL22TP,4,Plocky's tortilla chips--tasty and healthy
B000G6MBX2,A2M7DO3ICXZWF1,5,Plocky's Three Grain Tortilla Chips
B000G6MBX2,A1KTR92SDR33GZ,4,"Tasty, but make sure you have gum"
B000G6MBX2,A1DMR4TXV10JBB,5,Don't stop carrying these chips
B000G6MBX2,A15UN7OK3WRFXE,5,OM NOM NOM NOM!
B000G6MBX2,A31UITXO8QXG3H,5,delicious and healthy
B000G6MBX2,AQAEOMJX8ON8A,5,Unique schrumshist and tasty Tortilla Chips
B000G6MBX2,A4FVWK4UTFQVT,5,Music to My Palate
B000G6MBX2,A2D8K0GPVMMSER,5,yummy!
B000G6MBX2,A2U3DAB0WI8BLZ,5,Kettle Organic Chipotle potato chips
B000G6MBX2,A3SV6IWK26XK6B,5,Best kept secret.
B000G6MBX2,ACNON4BZACUUL,5,Delicious and additive
B000G6MBX2,A1UDZGQRPFHB5Y,5,FANFREAKINTASTIC
B000G6MBX2,A2ZCD6KO2YY9IZ,5,Smokin'
B000G6MBX2,A34ZI3K5DNDSNE,5,really good chips
B000G6MBX2,A1Y1O4GJA3HXQF,5,"Plocky's Tortilla Chips, Red Beans 'N Rice"
B000G6MBX2,A2TW6FWJYTF8QM,5,"""Simply THE BEST"""
B000G6MBX2,AISIJIUHHZNHQ,5,Addicted
B000G6MBX2,AC82F5LXJCR22,5,Perfect tortilla chip goodness!
B000G6MBX2,A3I7NZC5LUVPPW,5,These chips are addictive!
B000G6MBX2,A14B8M117EUBLK,5,Best tortilla chips ever!!!
B000G6MBX2,A228P3VH7SFBHG,2,Meh
B000G6MBX2,A1AQ2W2R4SOVGN,1,"The ""Organic"" Label is Misleading"
B000G6MBX2,A3NCTCNAUYCH6H,3,Kind of Bland
B000G6MBX2,ADD87VB66Y0DQ,5,Delicious chips
B000G6MBX2,A2GS0QUCV2KVMP,4,Broken chips but tasty
B000G6MBX2,A1D0P49A1MQO1O,5,The best chips ever!!!
B000G6MBX2,A3J6N95DIJTPVH,5,Excellent Tortilla chips
B000G6MBX2,A3MALNCOVF5COP,5,Black Beans Never Tasted So Good!!!
B000G6MBX2,A1ABDQ02BCIGYQ,2,"Not, my favorite chip"
B000G6MBX2,A1KBNKFKAWYV7L,5,Very Timely Delivery
B000G6MBX2,ARLTWKV2AUJ2F,2,Very Tasty - BUT BEWARE
B001HTKZ5S,A3KJ6JZ8MWERPG,1,Big Disappointment
B001LO4ZWI,A1K7OUOZGT6EG3,5,Anti-Oxidant Smoothie
B001LO4ZWI,A2M687HYOW9JFW,1,Perversion of taste
B006JWQFC0,A2C9XE9I8RSKNX,5,Amazingly true to flavors...
B009HINRX8,ATNQNZEHWMR9U,3,Note: Rating both coffee and seller
B0018DQFPC,A36MP37DITBU6F,4,"My sons 9 & 11 loved making this, as easy enough to do by themselves. With adult supervision any age can do this neat project."
B0018DQFPC,AAX6FRNBEU9PK,4,Fun to paint
B00285FF6O,A2FOXRMJA0T9M7,5,Caramel chocolate
B00285FF6O,ARXORJX86X1J2,5,Chocolate heaven
B0030C9A60,A3BH49ZKESHDID,5,Specialty party item
B004ET7MG8,A3OXHLG6DIBRW8,2,Odd Fake Flavor - Not Recommended
B001ELL9X6,A397CWU6DM3O5G,3,"Mediocre, but cheap"
B000UWSQT0,AHYRTWABDAG1H,5,Great caramels
B000VKYKTG,A1WX42M589VAMQ,5,"Fun ""popping-crispy"" sticks dipped in chocolate, special treat for manga fans, but find local or wait till fall"
B000HDMUQ2,A2E3WMF9RWW2X2,5,"Good berry flavor, excellent price."
B000HDMUQ2,A2D293ADQ5HCLF,4,small but good
B000HDMUQ2,AR37BG23UFBF6,5,Highly recomended!
B000HDMUQ2,A1B1QMGK8VYG80,1,ABSOLUTELY VILE!!!
B0041QIHC2,AK09TO4RIP6IR,5,Strictly the Best!
B001ELL9XG,A2W9I628I6SE1U,4,Beautiful presentation ...and a pretty good tea too!
B000ER6YO0,A3NHUQ33CFH3VM,3,"Our twins love this one. With the subscription, the price is fair"
B000ER6YO0,A3NHUQ33CFH3VM,4,Dessert to Them.  But is it Nutritional Enough?
B000ER6YO0,A3NHUQ33CFH3VM,3,Repeated deliveries of broken jars.  Great product though
B000ER6YO0,A6LAMY7Z10BBJ,4,"Good flavor, too runny though"
B000ER6YO0,A3NHUQ33CFH3VM,3,12% Protein and 50% Vitamin A
B000ER6YO0,AWBKE3QTB3BWX,4,My baby's favorite 2nd stage food so far and great for constipation!
B000ER6YO0,ACM3Z9NLSE8S9,5,Sons Favorite Dinner!!!
B000ER6YO0,A3TUTIAVU7Q2E2,3,Too thin
B000ER6YO0,AH5GCNH82ZU0C,3,Too runny...
B000ER6YO0,A3SFS8R1T6JJM9,3,Meh.  My daughter eats most everything else... this isn't her thing.
B000ER6YO0,AWBKE3QTB3BWX,3,Not as yummy as Earth's Best's other flavors
B000ER6YO0,ACM3Z9NLSE8S9,5,Son's 2nd Favorite Dish
B000ER6YO0,A2NQKBC54RAZL5,4,Our Baby Likes it
B000ER6YO0,A2NQKBC54RAZL5,5,Our Baby's Favorite Dinner
B000ER6YO0,A2UY1O1FBGKIE6,5,yum
B000ER6YO0,A3NXCL9NJTL3TF,5,50 calories of yumminess
B000ER6YO0,ATIHDHZYNQ0EI,5,Organic and tasty.
B000ER6YO0,A2RERXI7RH3CIA,5,A favorite
B000ER6YO0,A6LAMY7Z10BBJ,5,Baby likes this one
B000ER6YO0,ATIHDHZYNQ0EI,5,Organic and Tasty
B001EQ4DVQ,A3RB2ZB2KGRZVE,5,No-Pot Fresh Coffee
B002XG21MO,A19DSLQN7O8UF7,3,Not healthy but they taste good
B001E6KBSK,A1V1EP514B5H7Y,5,Wonderful for breakfast AND snacks!
B0018AMWES,A3T8J8FZ6R8B3W,4,Good product - better price elsewhere
